fuel_id,bucket,unit_number,txn_date,amount,fuel_type,source,evidence
eb94d0ed-50ce-43b3-a093-1c01e4ad9c65,dreamline_csv_matched,T177,2026-08-10,36.43,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
bd2f8978-5da2-47ea-ba0f-681501892744,dreamline_csv_matched,T163,2026-08-10,37.76,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
01e037ce-ae19-4072-986e-63659b305ff6,dreamline_csv_matched,T175,2026-08-16,285.66,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
73208082-15d6-443c-a745-ddae127bdf52,dreamline_csv_matched,T175,2026-08-16,449.45,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
5bc668d6-7b58-4d6e-916b-21e1f7ea4a25,dreamline_csv_matched,T170,2026-08-17,27.37,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
d6b146ab-8699-44b2-9d6c-74f41d564cab,dreamline_csv_matched,T175,2026-08-17,631.57,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
e2075fc9-c03b-4420-822e-95773ba31bec,dreamline_csv_matched,T173,2026-08-17,731.46,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
bc1c4be5-0c6c-4a4d-8e6e-012f49afdcba,dreamline_csv_matched,T152,2026-08-19,981.66,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
dc0ec741-476a-44dc-a38a-d1185ea2e1a4,dreamline_csv_matched,T163,2026-08-21,752.97,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
c1d2ecc4-5a1b-4fe0-808c-c375275488bb,dreamline_csv_matched,T175,2026-08-26,10.81,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
4252ccf0-aadd-4c2c-a542-9a65f681211f,dreamline_csv_matched,T171,2026-08-26,266.92,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
102517ec-46e3-4d43-a7e3-74b40d4ddc83,dreamline_csv_matched,T175,2026-08-28,362.20,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
8daec35f-599d-4c10-8651-71738f392a56,dreamline_csv_matched,T175,2026-08-31,894.59,diesel,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
a47ba2da-9797-49fe-8af2-d6f68099af87,dreamline_csv_matched,T175,2026-08-31,63.94,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
57518b5c-ad3b-4b9f-bf40-5b6141bfbd1e,dreamline_csv_matched,T177,2026-08-31,70.61,def,import,"matched /Users/jorgemunoz/Downloads/IH35-MASTER-RECONCILIATION/04-FUEL/09-22-2026-FUEL-CARD-PROVIDER-STATEMENT-0807-0921-PARSED.csv by unit+date+amount"
ffaf0123-3647-4faf-8a96-9098b9ee9839,UNRESOLVED,T152,2026-08-04,590.00,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
6bce74e8-8226-4b35-94d1-1810b463a3a0,UNRESOLVED,T152,2026-08-05,139.30,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
7b828a36-ee0b-457d-88fe-7a196ecbbe11,UNRESOLVED,T152,2026-08-05,1000.00,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
a72ca92b-18b4-4c25-af3a-ba7d2f4da30b,UNRESOLVED,T177,2026-08-05,40.02,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
91a7706d-e74b-45de-a7df-9d112957886e,UNRESOLVED,T177,2026-08-06,41.68,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
45db0c7e-b35c-4ea8-8421-ced6a4804b94,UNRESOLVED,T147,2026-08-07,267.48,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
60bebe8e-3357-408f-bf8f-408934488b85,UNRESOLVED,T176,2026-08-07,247.89,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
a3b576f7-2158-495c-950c-14b73643e68c,UNRESOLVED,T176,2026-08-07,670.43,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
e6f16601-3fc4-4cc6-b9cc-c61dd2717ef7,UNRESOLVED,T163,2026-08-07,764.36,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
53c05594-d50a-4ad6-974a-154958bc42b3,UNRESOLVED,T177,2026-08-07,1025.44,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
0fba99d8-7bd3-4dd1-95d8-336d358a19fc,UNRESOLVED,T164,2026-08-07,352.95,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
a63ab627-d348-41d9-ba0d-d3501f46fbc7,UNRESOLVED,T176,2026-08-07,852.59,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
4d2840ed-eace-407b-96eb-f4fa4255ecef,UNRESOLVED,T152,2026-08-07,449.47,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
5f69bd75-889d-4150-85bc-9067544475bc,UNRESOLVED,T164,2026-08-07,747.87,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
f445c9b6-90a3-4a46-bfad-75fdfc4d2396,UNRESOLVED,T147,2026-08-07,796.08,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
e448ca8b-e29c-4572-9337-32b9a4abc273,UNRESOLVED,T147,2026-08-07,169.28,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
c3556bb1-8f25-4ecd-9d71-e5c9fb06e670,UNRESOLVED,T177,2026-08-07,688.06,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
b1e939ea-b00a-4d2d-920e-e8dffc1af106,UNRESOLVED,T163,2026-08-07,326.80,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
6315ec83-6571-4eb9-958c-5f3c4247a666,UNRESOLVED,T163,2026-08-07,24.12,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
2ef6e16b-d601-4455-b8c1-89d88a5eed70,UNRESOLVED,T163,2026-08-08,51.17,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
75c84e98-bceb-4713-84bb-8da18549e898,UNRESOLVED,T163,2026-08-09,44.96,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
6171784d-9766-4958-bec0-b5c6dbe8dc62,UNRESOLVED,T176,2026-08-10,30.71,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
f25481a9-e51f-4a84-a656-368ea87e8db6,UNRESOLVED,T171,2026-08-10,745.35,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
84f2e776-c168-448f-b502-635178c75691,UNRESOLVED,T176,2026-08-10,1050.08,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
ddab18a6-a96f-4585-95ff-6d95e66beea6,UNRESOLVED,T171,2026-08-10,45.47,reefer_diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
c8339dc9-3a91-4242-860f-ba3597cd9dac,UNRESOLVED,T171,2026-08-10,811.56,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
24b04710-ceae-48c4-9c80-22fe59b59fd3,UNRESOLVED,T176,2026-08-10,37.24,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
9b2b027e-dfbc-4467-a9d6-f7803a5913d7,UNRESOLVED,T176,2026-08-10,37.10,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
6aa30b47-ffbb-4705-a1d4-c0369d1c4bb9,UNRESOLVED,T173,2026-08-11,314.82,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
be2ca9ec-aa4f-4907-ac53-61a429599d9b,UNRESOLVED,T173,2026-08-12,20.20,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
9c58d95e-29d6-45ec-a821-e6c2c3e24394,UNRESOLVED,T173,2026-08-12,1059.10,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
c4f21539-c2d1-4122-97ed-7d972790fbf1,UNRESOLVED,T173,2026-08-13,518.80,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
614cd735-79ab-4a24-90be-1b27c479f5bd,UNRESOLVED,T152,2026-08-13,41.14,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
7c0e948e-5220-43c8-be0c-f7ca895257c5,UNRESOLVED,T152,2026-08-13,67.22,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
4a20d353-f8f8-4787-8816-f10d80e8f77a,UNRESOLVED,T152,2026-08-13,66.05,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
140f458d-eb28-49e1-95d4-2f2722a7d5dd,UNRESOLVED,T152,2026-08-13,734.19,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
54a35bd1-f4b5-4737-8ef6-cb8ea7081f26,UNRESOLVED,T173,2026-08-13,32.98,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
ba837d48-f307-44c9-8ec9-81d1b430b634,UNRESOLVED,T173,2026-08-14,698.95,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
3b8f687d-e3f3-4279-acca-00795d7355d0,UNRESOLVED,T173,2026-08-14,17.21,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
0d0fc459-cd23-424d-b6b3-0dc1f292efc8,UNRESOLVED,T173,2026-08-15,965.67,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
c4589ad4-932d-4e65-9b75-121bc0c2f05d,UNRESOLVED,T173,2026-08-15,30.17,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
f8653794-8888-494b-ba12-55e1e7a8bef3,UNRESOLVED,T170,2026-08-17,259.05,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
35a667d3-541a-4ea0-be50-45d6b9b7bfdb,UNRESOLVED,T171,2026-08-17,375.14,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
0cb925fe-2f72-46f0-a525-72ec735a7d15,UNRESOLVED,T170,2026-08-17,276.20,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
2f0e7195-7d7d-46f9-858a-7c66e1193325,UNRESOLVED,T170,2026-08-17,30.96,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
8b6e0186-51bd-4850-84cb-a06b958b9d36,UNRESOLVED,T170,2026-08-17,47.91,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
4e6a69de-c558-4651-964e-4be780239dfb,UNRESOLVED,T170,2026-08-17,21.27,def,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
c37cde8f-951b-48f1-9d42-c65d29afb29e,UNRESOLVED,T170,2026-08-17,549.57,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
e9feae3e-33c6-4422-ab7e-19c4e122c05a,UNRESOLVED,T170,2026-08-17,796.33,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
84c63af1-6041-42bd-b868-fe7b22ac2a13,UNRESOLVED,T171,2026-08-17,555.99,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
3b68cea2-767e-48a6-818b-55f61dc3111c,UNRESOLVED,T171,2026-08-17,890.26,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
82899c35-ee98-4025-a580-788e87db673e,UNRESOLVED,T173,2026-08-18,746.43,diesel,import,"no fuel_card_id stamp and no Dreamline CSV row matched by unit+date+amount"
