line_id,at_doc,vendor_document_number,amount,category,coa,coa_name,description,load_link
be4f1d07-8ab2-4dca-be8b-ad027289df6f,,e22-fuel-99886347-84184,841.84,DIESEL,5000,Fuel & Diesel,Fuel · load 13511 · Concepcion Cordova Dominguez · T163 · 159.168 gal · LOVES · ,linked
0f56f1da-810c-4588-817e-7c4b1ced9d49,,fuel-13569-2887867-83958,839.58,DIESEL,5000,Fuel & Diesel,Fuel · load 13569 · Fernando Mecor Hernandez · T168 · 145.031 gal · LOVES · Drea,linked
0aaacb87-1568-462c-89d9-11f38b2f5c1a,,fuel-99389982-83073,830.73,DIESEL,5000,Fuel & Diesel,Fuel · load 13538 · GENARO GUERRERO CHAVEZ · T152 · 155.015 gal · LOVES · Dreaml,linked
f212329b-2656-4cda-af0b-288da1f94df7,,fuel-99106176-83007,830.07,DIESEL,5000,Fuel & Diesel,Fuel · load 13515 · Leonel Antonio Morales · T175 · 152.335 gal · LOVES · Dreaml,linked
922a1059-4c16-4fba-85d6-a019c876355e,,fuel-99519884-81899,818.99,DIESEL,5000,Fuel & Diesel,Fuel · load 13519 · Jorge Luis Infante Corona · T177 · 153.686 gal · LOVES · Dre,linked
d89e4153-f2c8-40da-9182-05898d460f6b,,fuel-99525008-80001,800.01,DIESEL,5000,Fuel & Diesel,Fuel · load 13535 · Jorge Luis Infante Corona · T177 · 146.818 gal · LOVES · Dre,linked
2e9bb53b-cecd-4a9c-8950-55aaa2777198,,fuel-99193164-79750,797.50,DIESEL,5000,Fuel & Diesel,Fuel · load 13528 · JOSE ANTONIO VICENTE MARTINEZ · T171 · 127.621 gal · LOVES ·,linked
ba238e7c-2efd-49c6-8e2c-fd42156d22b4,,fuel-13560-99418769-79000,790.00,DIESEL,5000,Fuel & Diesel,Fuel · load 13560 · HUGO GAYTAN · T173 · 132.795 gal · LOVES · Dreamline,linked
86d25a6f-d9dd-48cd-aa33-85a5aa8f481b,,e22-fuel-99061371-77913,779.13,DIESEL,5000,Fuel & Diesel,Fuel · load 13511 · Concepcion Cordova Dominguez · T163 · 151.316 gal · LOVES · ,linked
64dc2464-cd35-42d3-b8d1-ae24d1abd8e7,,fuel-99356279-77765,777.65,DIESEL,5000,Fuel & Diesel,Fuel · load 13536 · JOSE ANTONIO VICENTE MARTINEZ · T171 · 137.175 gal · LOVES ·,linked
b395f252-ec8d-46e0-b32c-a8443ff9caea,,e22-fuel-2870483-77455,774.55,DIESEL,5000,Fuel & Diesel,Fuel · load 13508 · ANGEL ALFONSO SOSA · T156 · 144.802 gal · LOVES · Dreamline,linked
bac34d1d-f58d-45b3-9e73-06cd6394002b,,fuel-99264345-76236,762.36,DIESEL,5000,Fuel & Diesel,Fuel · load 13526 · LUIS ARMANDO SOSA PEREZ · T170 · 134.954 gal · LOVES · Dream,linked
978066ac-13c1-48a7-9198-974948a76a64,,fuel-99558645-75834,758.34,DIESEL,5000,Fuel & Diesel,Fuel · load 13528 · JOSE ANTONIO VICENTE MARTINEZ · T171 · 143.381 gal · LOVES ·,linked
beb38c37-8f2a-4d2f-a73e-bbef98d96ed5,,e22-fuel-2873954-74907,749.07,DIESEL,5000,Fuel & Diesel,Fuel · load 13514 · ALFONSO HIDALGO CHAVEZ · T164 · 140.039 gal · LOVES · Dreaml,linked
51a6655f-d480-49a4-82bd-c72a73d366c0,,e22-fuel-2402527-74726,747.26,DIESEL,5000,Fuel & Diesel,Fuel · load 13514 · ALFONSO HIDALGO CHAVEZ · T164 · 144.009 gal · LOVES · Dreaml,linked
9a534027-3432-403c-9d9b-9e2a9475e464,,fuel-13549-1515248-73659,736.59,DIESEL,5000,Fuel & Diesel,Fuel · load 13549 · ALFONSO HIDALGO CHAVEZ · T164 · 127.239 gal · LOVES · Dreaml,linked
bc925584-abf2-4628-b99d-91db95cb24ef,,fuel-99133290-72680,726.80,DIESEL,5000,Fuel & Diesel,Fuel · load 13534 · Leonel Antonio Morales · T175 · 130.041 gal · LOVES · Dreaml,linked
0473b39d-8272-45bc-badb-35b9c93d99e4,,fuel-13569-1044016-70962,709.62,DIESEL,5000,Fuel & Diesel,Fuel · load 13569 · Fernando Mecor Hernandez · T168 · 121.323 gal · LOVES · Drea,linked
5bfa273a-c056-4f83-8c84-3c148108896f,,fuel-13551-1087729-67137,671.37,DIESEL,5000,Fuel & Diesel,Fuel · load 13551 · Vicente Santos Contreras · T174 · 116.376 gal · LOVES · Drea,linked
6964f7ac-e0b0-4764-b26e-cbe7a987f4ad,,fuel-13547-99440842-66327,663.27,DIESEL,5000,Fuel & Diesel,Fuel · load 13547 · GENARO GUERRERO CHAVEZ · T152 · 109.65 gal · LOVES · Dreamli,linked
05222809-2af6-49f1-9373-f93d140aa8e5,,fuel-13561-1644390-66218,662.18,DIESEL,5000,Fuel & Diesel,Fuel · load 13561 · LUIS ARMANDO SOSA PEREZ · T170 · 119.333 gal · LOVES · Dream,linked
e127e1d0-6626-43df-93e8-0743ec2d8871,,fuel-99291854-65606,656.06,DIESEL,5000,Fuel & Diesel,Fuel · load 13526 · LUIS ARMANDO SOSA PEREZ · T170 · 117.384 gal · LOVES · Dream,linked
c2c5df11-f5ae-42ab-8521-470da1f4b180,,fuel-13548-99906385-64405,644.05,DIESEL,5000,Fuel & Diesel,Fuel · load 13548 · Concepcion Cordova Dominguez · T163 · 113.21 gal · LOVES · D,linked
091bc6e0-c467-4a2d-a97a-a7fcf20c6c30,,fuel-13565-99349841-64391,643.91,DIESEL,5000,Fuel & Diesel,Fuel · load 13565 · Neftali Coronado Urbano · T176 · 126.529 gal · LOVES · Dream,linked
9b3f6d91-800f-405f-9356-97960e30d439,,fuel-13546-13546-FUEL3-62460,624.60,DIESEL,5000,Fuel & Diesel,Fuel · load 13546 · ANGEL ALFONSO SOSA · T156 · 115.24 gal · LOVES · Dreamline,linked
1696abc9-9663-4b2b-9ec9-8a2a6e21d2bd,,ATGTx5795-3-61717,617.17,REPAIR,5000,Fuel & Diesel,ATGTx settl 5795 #3 $617.17 load 13561 inv 8130337,exempt
128b64ad-d766-4bdd-88f4-f1108f67d502,,fuel-13566-99432652-60972,609.72,DIESEL,5000,Fuel & Diesel,Fuel · load 13566 · Neftali Coronado Urbano · T176 · 111.08 gal · LOVES · Dreaml,linked
8cbb327b-1327-4a03-af7a-3132c3666bed,,fuel-99447451-60023,600.23,DIESEL,5000,Fuel & Diesel,Fuel · load 13515 · Leonel Antonio Morales · T175 · 112.005 gal · LOVES · Dreaml,linked
042e9c4c-711d-47b4-94fa-14452449e400,,fuel-13559-99478043-59083,590.83,DIESEL,5000,Fuel & Diesel,Fuel · load 13559 · GENARO GUERRERO CHAVEZ · T152 · 103.854 gal · LOVES · Dreaml,linked
4412d9c3-db16-4b75-aafa-c96e916964fe,,fuel-13547-1848853-58536,585.36,DIESEL,5000,Fuel & Diesel,Fuel · load 13547 · GENARO GUERRERO CHAVEZ · T152 · 105.489 gal · LOVES · Dreaml,linked
ea79cd8e-8580-4053-ad1c-342e91df99d3,,fuel-1848853-58536,585.36,DIESEL,5000,Fuel & Diesel,Fuel · load 13543 · GENARO GUERRERO CHAVEZ · T152 · 105.489 gal · LOVES · Dreaml,linked
1c990402-d73b-4a64-b034-e9859713c7c6,,fuel-13542-99988777-57811,578.11,DIESEL,5000,Fuel & Diesel,Fuel · load 13542 · Leonel Antonio Morales · T175 · 100.558 gal · LOVES · Dreaml,linked
975dd4b8-6bbf-484e-a808-aa6ee92ab62c,,fuel-13552-99739249-57001,570.01,DIESEL,5000,Fuel & Diesel,Fuel · load 13552 · ANGEL ALFONSO SOSA · T156 · 104.994 gal · LOVES · Dreamline,linked
4cbf7407-aaec-4566-b0cf-05aa8003fe68,,,560.00,LUMPER,5310,Lumper Expense,Warehouse-Lumper Fee Expense,linked
ac4c9335-c0b2-4108-a45d-40ae663073d8,,fuel-13545-99610138-55987,559.87,DIESEL,5000,Fuel & Diesel,Fuel · load 13545 · HUGO GAYTAN · T173 · 101.999 gal · LOVES · Dreamline,linked
cf1609eb-64b0-4e5e-bc08-1bd94d440e10,,fuel-99887970-54982,549.82,DIESEL,5000,Fuel & Diesel,Fuel · load 13515 · Leonel Antonio Morales · T175 · 99.085 gal · LOVES · Dreamli,linked
d6054656-6f57-4e53-8719-492e68bc1199,,fuel-13545-99530416-53799,537.99,DIESEL,5000,Fuel & Diesel,Fuel · load 13545 · HUGO GAYTAN · T173 · 96.953 gal · LOVES · Dreamline,linked
7ee2fd6f-f9df-4428-8e4e-71436ddcd4dd,,ATGTx5799-4-53126,531.26,TIRES,5400,Truck Repairs & Maintenance,ATGTx settl 5799 #4 $531.26 load 13571 inv 8031921,exempt
dc6811eb-9613-4b97-ab9b-b7c57fbaf84d,,fuel-13564-99407029-53024,530.24,DIESEL,5000,Fuel & Diesel,Fuel · load 13564 · Leonel Antonio Morales · T175 · 90.039 gal · LOVES · Dreamli,linked
be8ee91f-c15e-46fe-bb84-016030260230,,fuel-13558-99912182-52271,522.71,DIESEL,5000,Fuel & Diesel,Fuel · load 13558 · JOSE ANTONIO VICENTE MARTINEZ · T171 · 95.229 gal · LOVES · ,linked
bcc17181-2f20-4c4d-b21d-fade6792f9f3,,fuel-13551-2255359-52024,520.24,DIESEL,5000,Fuel & Diesel,Fuel · load 13551 · Vicente Santos Contreras · T174 · 93.754 gal · LOVES · Dream,linked
6d8644fc-c14b-46dd-8d1d-1a67ab84d41d,,fuel-13548-99530579-51061,510.61,DIESEL,5000,Fuel & Diesel,Fuel · load 13548 · Concepcion Cordova Dominguez · T163 · 92.018 gal · LOVES · D,linked
d20eb497-6ce8-4912-9392-d72b43e63436,,e22-fuel-1073769-50367,503.67,DIESEL,5000,Fuel & Diesel,Fuel · load 13508 · ANGEL ALFONSO SOSA · T156 · 93.463 gal · LOVES · Dreamline,linked
3c5337b3-b148-4a9f-801b-5281f6099008,,fuel-13546-99579121-50357,503.57,DIESEL,5000,Fuel & Diesel,Fuel · load 13546 · ANGEL ALFONSO SOSA · T156 · 90.75 gal · LOVES · Dreamline,linked
9435d287-2e29-4166-b32d-3dbe84af8293,,fuel-99529093-50052,500.52,DIESEL,5000,Fuel & Diesel,Fuel · load 13537 · Jorge Luis Infante Corona · T177 · 88.604 gal · LOVES · Drea,linked
46a84371-a7dc-4b5f-ba43-479ad50df63a,,fuel-99798243-50003,500.03,DIESEL,5000,Fuel & Diesel,Fuel · load 13521 · Jorge Luis Infante Corona · T177 · 90.111 gal · LOVES · Drea,linked
b156a4e7-b890-45cb-bf39-e9ee14e3fa60,,fuel-13566-99535609-48500,485.00,DIESEL,5000,Fuel & Diesel,Fuel · load 13566 · Neftali Coronado Urbano · T176 · 83.779 gal · LOVES · Dreaml,linked
945f39c3-e1a6-42a7-9cc1-08ad86b07f2f,,ATGTx5800-5-45360,453.60,TIRES,5400,Truck Repairs & Maintenance,ATGTx settl 5800 #5 $453.60 load 13551 inv 8150294,exempt
3fec51cb-955b-44b3-8fa8-e360ccd77cbf,,fuel-13552-99739274-42883,428.83,DIESEL,5000,Fuel & Diesel,Fuel · load 13552 · ANGEL ALFONSO SOSA · T156 · 78.988 gal · LOVES · Dreamline,linked
4f416c13-9a4e-42ea-9f5a-0b8f7aaef908,,e22-fuel-99518851-40034,400.34,DIESEL,5000,Fuel & Diesel,Fuel · load 13510 · Jorge Luis Infante Corona · T177 · 76.561 gal · LOVES · Drea,linked
e4dfd380-82de-4297-8806-9d4d03ec58bd,,fuel-99415804-39000,390.00,DIESEL,5000,Fuel & Diesel,Fuel · load 13528 · JOSE ANTONIO VICENTE MARTINEZ · T171 · 67.37 gal · LOVES · D,linked
9db3f92b-ecd2-4471-bb16-6e52dd206036,,fuel-13551-2245936-39000,390.00,DIESEL,5000,Fuel & Diesel,Fuel · load 13551 · Vicente Santos Contreras · T174 · 71.573 gal · LOVES · Dream,linked
7b40b8bb-3d42-469a-b14d-763c9579798b,,fuel-13561-2886913-34041,340.41,DIESEL,5000,Fuel & Diesel,Fuel · load 13561 · LUIS ARMANDO SOSA PEREZ · T170 · 62.016 gal · LOVES · Dreaml,linked
9c6efd9a-2c04-4be5-85f9-9cc818ae9b95,,fuel-13564-99144054-33924,339.24,DIESEL,5000,Fuel & Diesel,Fuel · load 13564 · Leonel Antonio Morales · T175 · 58 gal · LOVES · Dreamline,linked
d03d3f3d-2507-40c7-99b7-d4b60c954983,,e22-fuel-6092647-33008,330.08,DIESEL,5000,Fuel & Diesel,Fuel · load 13514 · ALFONSO HIDALGO CHAVEZ · T164 · 60.026 gal · LOVES · Dreamli,linked
bbae8f45-81ed-42af-8467-dc4d34f77a14,,fuel-13569-1926695-30531,305.31,DIESEL,5000,Fuel & Diesel,Fuel · load 13569 · Fernando Mecor Hernandez · T168 · 53.107 gal · LOVES · Dream,linked
63a4dfb7-9340-4c7b-af63-75113990f0ae,,fuel-99913592-29249,292.49,DIESEL,5000,Fuel & Diesel,Fuel · load 13534 · Leonel Antonio Morales · T175 · 50.006 gal · LOVES · Dreamli,linked
58ea1d41-6c15-4cf0-b37b-14a786b4e4f3,,fuel-1597119-28017,280.17,DIESEL,5000,Fuel & Diesel,Fuel · load 13516 · ALFONSO HIDALGO CHAVEZ · T164 · 50.128 gal · LOVES · Dreamli,linked
625c48a0-eb04-411a-a832-34d99ecf4c43,,fuel-13565-1922974-27945,279.45,DIESEL,5000,Fuel & Diesel,Fuel · load 13565 · Neftali Coronado Urbano · T176 · 50 gal · LOVES · Dreamline,linked
9cc20f0f-e361-487c-ab2d-3fd782f3ee30,,fuel-13542-99600926-26946,269.46,DIESEL,5000,Fuel & Diesel,Fuel · load 13542 · Leonel Antonio Morales · T175 · 49.091 gal · LOVES · Dreamli,linked
ae06d892-fe21-4ff4-963a-72b97430cfbe,,fuel-13546-99579865-26827,268.27,DIESEL,5000,Fuel & Diesel,Fuel · load 13546 · ANGEL ALFONSO SOSA · T156 · 48 gal · LOVES · Dreamline,linked
1ab758a4-c32b-4a14-8a4d-713b26525135,,ATGTx5781-8-24604,246.04,REEFER,5000,Fuel & Diesel,ATGTx settl 5781 #8 $246.04 load 13534 inv 99133290,exempt
8d21837e-ab7b-41df-9467-a7fa3025a608,,fuel-13550-99600966-22525,225.25,DIESEL,5000,Fuel & Diesel,Fuel · load 13550 · Jorge Luis Infante Corona · T177 · 41.036 gal · LOVES · Drea,linked
18ed0eb8-4402-40e8-8a1b-8992d23499c5,,fuel-2466361-21722,217.22,DIESEL,5000,Fuel & Diesel,Fuel · load 13538 · GENARO GUERRERO CHAVEZ · T152 · 41.071 gal · LOVES · Dreamli,linked
6870f7c4-0d6a-4fc7-81f1-863674061697,,ATGTx5781-2-18892,188.92,REEFER,5000,Fuel & Diesel,ATGTx settl 5781 #2 $188.92 load 13523 inv 99522983,exempt
7c3d5895-712b-45a4-bc3d-bcefcbabbe48,,fuel-13552-99991607-14246,142.46,DIESEL,5000,Fuel & Diesel,Fuel · load 13552 · ANGEL ALFONSO SOSA · T156 · 25.489 gal · LOVES · Dreamline,linked
68cd7edb-745f-4462-8a47-b2f261bc9363,,ATGTx5781-11-12480,124.80,LUMPER,5310,Lumper Expense,ATGTx settl 5781 #11 $124.80 load 13523 inv none,exempt
59e7ba9e-7a4c-43f2-8968-11ca423641de,,ATGTx5780-3-12000,120.00,LUMPER,5310,Lumper Expense,ATGTx settl 5780 #3 $120.00 load 13530 inv none,exempt
c3509119-c276-49be-ba7c-06ff8242210c,,AT5782-13540-3-12000,120.00,LUMPER,5310,Lumper Expense,Warehouse-Lumper Fee Expense — #3 $120.00 load 13540 settl 5782,exempt
52be4285-c948-449c-ba04-4b5514a3d531,,AT5761-13485-5-10000,100.00,LUMPER,5310,Lumper Expense,Warehouse-Lumper Fee Expense — #5 $100.00 load 13485 settl 5761,exempt
ac55947e-57cb-4cfc-bf6a-6b829748419e,,,95.54,REEFER,5000,Fuel & Diesel,Fuel-Reefer Diesel,linked
e221f400-d1e3-4b39-a081-2e0f994a749f,,ATGTx5781-4-8384,83.84,REEFER,5000,Fuel & Diesel,ATGTx settl 5781 #4 $83.84 load 13523 inv 99630372,exempt
84eb0775-5dd7-4093-9ced-385b016cf9dc,,,81.75,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
a654fb22-3d6e-48fd-92d3-39238c45cdb4,,ATGTx5795-1-7203,72.03,DEF,5000,Fuel & Diesel,ATGTx settl 5795 #1 $72.03 load 13567 inv 99645028,exempt
e3141a21-5a04-43a1-ab2e-b4b04253f718,,ATGTx5789-3-7061,70.61,DEF,5000,Fuel & Diesel,ATGTx settl 5789 #3 $70.61 load 13557 inv 99794138,exempt
731b0021-c0ba-414b-a2a2-9cb8aed6dd46,,ATGTx5799-1-7061,70.61,DEF,5000,Fuel & Diesel,ATGTx settl 5799 #1 $70.61 load 13571 inv 99794138,exempt
783a517b-fe8b-4464-aa29-d2162e8951b4,,ATGTx5774-5-7000,70.00,REEFER,5000,Fuel & Diesel,ATGTx settl 5774 #5 $70.00 load 13517 inv 01011813,exempt
e4ac93cf-1b13-425a-8d89-4199a92c65d2,,ATGTx5769-1-6784,67.84,DEF,5000,Fuel & Diesel,ATGTx settl 5769 #1 $67.84 load 13508 inv 2870483,exempt
0a8e75e1-7a60-4ce5-b584-d819335c42d2,,ATGTx5772-2-6722,67.22,DEF,5000,Fuel & Diesel,ATGTx settl 5772 #2 $67.22 load 13512 inv 99975493,exempt
f9a88b69-e0ff-4802-8799-9758ffea1777,,ATGTx5772-1-6605,66.05,DEF,5000,Fuel & Diesel,ATGTx settl 5772 #1 $66.05 load 13502 inv 1910313,exempt
a8e89526-f45a-4842-9412-5011a85196f1,,,64.60,TIRES,5400,Truck Repairs & Maintenance,Road Service-Trailer Tire Expense,linked
af953e53-40be-4887-ae7b-fed3692d14e8,,ATGTx5790-6-6394,63.94,DEF,5000,Fuel & Diesel,ATGTx settl 5790 #6 $63.94 load 13554 inv 99110970,exempt
62da1771-a373-4aef-8b8f-4bbd69055713,,,60.00,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
f6854df8-d706-42de-a23b-ee3837b266cf,,ATGTx5776-1-5871,58.71,DEF,5000,Fuel & Diesel,ATGTx settl 5776 #1 $58.71 load 13505 inv 2876136,exempt
30ecc23d-c101-402e-a286-a8c2eaccb9af,,,58.57,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
7d1dcc36-8d0c-4769-84d6-9b4ec80b02ae,,ATGTx5776-4-5756,57.56,DEF,5000,Fuel & Diesel,ATGTx settl 5776 #4 $57.56 load 13515 inv 99822323,exempt
50ad3630-7fa9-4c8b-bddb-b93848a12ef2,,ATGTx5788-5-5658,56.58,DEF,5000,Fuel & Diesel,ATGTx settl 5788 #5 $56.58 load 13539 inv none,exempt
5bdca746-5176-41b2-9cdd-428aa2bd7557,,AT5766-13501-1-5587,55.87,TIRES,5400,Truck Repairs & Maintenance,Road Service-Truck Tire Expense — #1 $55.87 load 13501 settl 5766,exempt
667f855f-1b4f-44ee-b5dc-1851c13e8f6e,,ATGTx5792-4-5576,55.76,DEF,5000,Fuel & Diesel,ATGTx settl 5792 #4 $55.76 load 13559 inv 99378673,exempt
a67e620d-037a-4811-b0ed-87f71532fd10,,ATGTx5784-4-5521,55.21,REEFER,5000,Fuel & Diesel,ATGTx settl 5784 #4 $55.21 load 13522 inv 01040479,exempt
d0a3b9cc-1cf2-48bf-b951-080a27f3613b,,,55.02,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
b1c9ba40-ae2b-4c6c-92ac-cedfb4a741f0,,,55.00,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
76108232-394e-481b-ad3f-f226cae6974d,,ATGTx5793-2-5353,53.53,DEF,5000,Fuel & Diesel,ATGTx settl 5793 #2 $53.53 load 13566 inv 99143243,exempt
629438bc-6c60-455f-b7bf-4e1eda19c43c,,ATGTx5791-3-5321,53.21,DEF,5000,Fuel & Diesel,ATGTx settl 5791 #3 $53.21 load 13560 inv 99496951,exempt
bf21abdb-8b58-4326-8db5-0d14467101c0,,,52.31,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
366ab4b0-b3f5-4143-9359-73905e3a6dcd,,ATGTx5780-2-5200,52.00,REEFER,5000,Fuel & Diesel,ATGTx settl 5780 #2 $52.00 load 13530 inv 397322164,exempt
501b9aa7-6657-458b-8cc7-c1a6990f02a9,,ATGTx5788-4-5196,51.96,REEFER,5000,Fuel & Diesel,ATGTx settl 5788 #4 $51.96 load 13539 inv 01041382,exempt
647fddca-7c38-4b58-9131-0b6ce4090d1b,,ATGTx5773-2-5117,51.17,DEF,5000,Fuel & Diesel,ATGTx settl 5773 #2 $51.17 load 13497 inv 1235975,exempt
b8042e96-2a04-4bb5-8d29-5185e5c227d7,,,51.11,DEF,5000,Fuel & Diesel,Fuel-DEF-Diesel Exhaust Fluid,linked
f910de2f-c089-46bc-9b9c-fdfb5727aeec,,ATGTx5776-5-5082,50.82,DEF,5000,Fuel & Diesel,ATGTx settl 5776 #5 $50.82 load 13515 inv 99106176,exempt
eaa78390-36a6-4a50-b5f4-f37d98ca9171,,ATGTx5793-6-5023,50.23,DEF,5000,Fuel & Diesel,ATGTx settl 5793 #6 $50.23 load 13565 inv 99530122,exempt
b1174a73-2d5f-4931-8d88-8db39cc37141,,ATGTx5800-4-5016,50.16,DEF,5000,Fuel & Diesel,ATGTx settl 5800 #4 $50.16 load 13551 inv 99750084,exempt
94b35755-66d1-4384-b962-29af0050498a,,ATGTx5784-10-4950,49.50,REEFER,5000,Fuel & Diesel,ATGTx settl 5784 #10 $49.50 load 13522 inv 042328496,exempt
2fca89ff-725e-4a2c-b4e5-279b8adefddb,,ATGTx5794-12-4932,49.32,REEFER,5000,Fuel & Diesel,ATGTx settl 5794 #12 $49.32 load 13558 inv 11012948,exempt
85b9027b-dae2-43b9-9a54-0f39bcb8c711,,ATGTx5794-7-4932,49.32,REEFER,5000,Fuel & Diesel,ATGTx settl 5794 #7 $49.32 load 13558 inv 11012948,exempt
a2647606-0170-489b-86e4-1e311d9984db,,ATGTx5780-1-4871,48.71,REEFER,5000,Fuel & Diesel,ATGTx settl 5780 #1 $48.71 load 13530 inv 00040979,exempt
786b9879-ac58-46c7-bec3-00ffc92ed8f4,,ATGTx5779-4-4791,47.91,DEF,5000,Fuel & Diesel,ATGTx settl 5779 #4 $47.91 load 13527 inv 2880342,exempt
51c09a51-4377-42c0-a6b4-0dfb9b7cf21d,,ATGTx5777-1-4745,47.45,DEF,5000,Fuel & Diesel,ATGTx settl 5777 #1 $47.45 load 13519 inv 99448116,exempt
8a63291b-c540-4c38-ac00-4ec495b44c6a,,ATGTx5788-6-4736,47.36,DEF,5000,Fuel & Diesel,ATGTx settl 5788 #6 $47.36 load 13539 inv none,exempt
